# BEAST v1.8.2, r6687
# Generated Wed Sep 28 17:47:53 PDT 2016 [seed=1475110073125]
state	posterior	prior	likelihood	treeModel.rootHeight	skyline.popSize1	skyline.popSize2	skyline.popSize3	skyline.popSize4	skyline.popSize5	skyline.popSize6	skyline.popSize7	skyline.popSize8	skyline.popSize9	skyline.popSize10	skyline.groupSize1	skyline.groupSize2	skyline.groupSize3	skyline.groupSize4	skyline.groupSize5	skyline.groupSize6	skyline.groupSize7	skyline.groupSize8	skyline.groupSize9	skyline.groupSize10	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	clock.rate	treeLikelihood	skyline
0	-12953.00345531311	-2738.8661068014803	-10214.13734851163	162.37558608894466	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	120.0	8.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	7.0	2.0	0.2500000001	0.2499999999	0.2500000001	0.2499999999	0.5	1.0E-4	-10214.13734851163	-384.5632664465233
100000	-5444.408781323811	-2819.621991679884	-2624.7867896439266	197.37041599331369	272.389651966357	144.419349588447	265.95045280314577	240.4500809489585	284.38191124744947	318.3385943455574	171.38220146798045	202.62298696061276	50.9196057858691	24.12436990068165	10.0	6.0	1.0	6.0	23.0	15.0	3.0	2.0	4.0	1.0	7.012783389707903	0.22247681134065345	0.2657193684522561	0.2738475213242965	0.237956298882794	0.24658174191433885	7.024863521919321E-4	-2624.7867896439266	-458.39132818040747
200000	-5353.132895069339	-2729.1022963144796	-2624.030598754859	78.84611632315075	33.88892131355037	37.908817440313086	91.67190605793168	140.82441630254567	21.784679390206556	58.113018144098604	82.36755489181832	85.06261641322857	58.86670322387829	33.768916023297585	8.0	7.0	2.0	13.0	1.0	1.0	7.0	8.0	14.0	10.0	10.663518791757367	0.25265472960939994	0.25874348348042353	0.23629123408592986	0.25231055282424636	0.2938952823633308	0.0020442442654484113	-2624.030598754859	-375.1158903853422
300000	-5320.818831002514	-2686.878525960934	-2633.94030504158	56.562319092285975	11.427250468768532	32.947941345873794	18.353573867365146	47.77887924607697	64.57477510946497	100.49614962726339	72.34471578675321	114.0220563135565	60.55253271785171	35.68903554934046	2.0	6.0	7.0	14.0	1.0	8.0	11.0	1.0	11.0	10.0	9.000887025118999	0.2577196259304952	0.24941540884660263	0.24730345727099612	0.24556150795190584	0.2123729792357194	0.002420305703782929	-2633.94030504158	-335.74833306824405
400000	-5351.16879350315	-2723.5009838111523	-2627.6678096919977	69.54608473555115	74.86056671529028	93.68536362857682	47.8066881428368	72.28482430349442	75.20011645798664	97.66802011116887	52.669195349931776	46.23843324533296	39.18638165552613	18.65013364141634	3.0	1.0	2.0	6.0	7.0	27.0	14.0	5.0	5.0	1.0	9.521878770927664	0.2956292284583296	0.2262322636136551	0.21560602070728882	0.2625324872207261	0.2719695100927987	0.002131747926938204	-2627.6678096919977	-371.5376820050858
500000	-5326.464191692733	-2698.9064989960098	-2627.5576926967233	57.4006458480891	68.79970265769671	23.129455477520665	83.12489963845606	32.52595566623195	40.041839945657685	42.36316522858217	53.640515187933175	100.84631309094324	22.510673363223013	30.57572009575556	9.0	1.0	20.0	8.0	2.0	1.0	13.0	6.0	5.0	6.0	9.027065526221259	0.24817135906204088	0.22047556887356815	0.25677640892534936	0.2745766631390412	0.23079273292269692	0.002498932946998268	-2627.5576926967233	-347.1009515974325
600000	-5303.6882960000785	-2672.252820122485	-2631.4354758775935	46.331335372942675	28.21274965488244	43.68959229542178	165.64031500302858	47.07453476200254	17.11446323081522	18.883127631985325	38.24443499560313	45.50194206614044	26.744187537499478	37.9663219717129	13.0	11.0	2.0	8.0	2.0	2.0	1.0	23.0	6.0	3.0	10.753297252651842	0.27508706070262146	0.2313343447670417	0.27504974104512003	0.21852885348521645	0.2597629117041897	0.0036589702044901593	-2631.4354758775935	-321.243048271384
700000	-5321.827277005143	-2690.786767203056	-2631.040509802086	90.4350395019079	20.823654496411056	20.208284506635383	22.455013796321435	69.82456513875675	39.5235540980661	31.651271472086073	28.698784036161015	21.70604326954213	27.02656168954221	66.34112534620394	9.0	2.0	1.0	10.0	24.0	2.0	2.0	4.0	7.0	10.0	12.464633410022305	0.2622830979601023	0.24692727727418964	0.26925197686702346	0.22153764789868444	0.20564201674621352	0.0028211907588577253	-2631.040509802086	-342.9129392891784
800000	-5298.812757247523	-2654.587502938778	-2644.225254308745	43.331153937738826	17.74932375169856	26.623005330825805	27.640473732654556	31.580556693597792	35.27200472898054	47.95104925247156	18.614310744837827	11.392561422821519	26.672845125209648	10.511263879223788	3.0	2.0	5.0	9.0	6.0	9.0	11.0	2.0	14.0	10.0	7.665062389051709	0.24386002770140147	0.24479331721428782	0.24362874646325836	0.2677179086210523	0.19299390354200413	0.00414220754885144	-2644.225254308745	-310.76578198276394
900000	-5302.811416857534	-2657.5202880562288	-2645.2911288013047	38.073332610216966	3.975388170189191	21.810766745427028	39.320433714785565	57.91165595343884	50.936607129536064	23.64054561527003	33.179619073038545	46.333503281402564	33.17240280729459	8.095134874021168	4.0	3.0	7.0	11.0	8.0	10.0	12.0	6.0	3.0	7.0	8.403097231341778	0.24092198956943367	0.23426081730849985	0.25669665536595554	0.2681205377561107	0.27441283299670993	0.004450789518572093	-2645.2911288013047	-309.7100561244499
1000000	-5319.845618461627	-2676.0520959588407	-2643.7935225027863	54.727567323850685	25.709666371402765	47.06645105658589	39.368654277962484	66.93175162173198	25.8046327139085	67.65492569657445	40.80669815561802	71.23208426082216	35.03909916067149	12.70125052554252	3.0	4.0	8.0	4.0	11.0	7.0	9.0	6.0	13.0	6.0	11.322387682929035	0.276004174637151	0.23569150897678598	0.26108537172566065	0.22721894466040213	0.27445629085860984	0.0036793809303441063	-2643.7935225027863	-325.325241574082
1100000	-5291.790571607704	-2665.7894488897246	-2626.0011227179793	47.05805870838807	37.57700974813812	16.42475542756149	22.150666403446557	52.4263242018865	51.30193514421915	30.46522859678412	19.55609474890905	53.57688503317143	37.7745589555955	36.53324139963227	9.0	6.0	3.0	5.0	5.0	20.0	2.0	1.0	15.0	5.0	11.432185100920659	0.23964454459353882	0.22042095913942222	0.2825799174708445	0.25735457879619417	0.26862263717000434	0.003847205380803718	-2626.0011227179793	-317.1025514043698
1200000	-5299.284305287929	-2655.9032154671413	-2643.381089820787	35.485637434330876	117.80076878368871	47.649686895719704	68.53581326498934	39.980846569086786	20.872527406697436	32.80885272580411	28.739027045462528	59.44447431900263	17.474924078220006	10.810807338569063	1.0	3.0	3.0	4.0	6.0	13.0	31.0	1.0	7.0	2.0	8.837202331359919	0.2416723002121702	0.22822035026517856	0.2518113168804982	0.2782960326421525	0.2676841166267448	0.004061738770789276	-2643.381089820787	-307.036777982588
1300000	-5293.893085490255	-2667.3437767034534	-2626.5493087868012	51.55129317661884	65.61825562629508	15.417607727592006	31.568333398516888	83.96818065961868	208.70942702730852	26.91195639915727	17.949490138215396	21.373395093077217	29.051745925471472	47.61953245876583	3.0	10.0	9.0	10.0	1.0	1.0	11.0	9.0	11.0	6.0	9.749475489335447	0.24648363653374808	0.23901915437974583	0.2521717521072739	0.2623254569792316	0.24524104078896186	0.0037510413406411087	-2626.5493087868012	-315.4815646143374
1400000	-5304.314729122061	-2669.0451036054615	-2635.2696255165993	39.6761375197442	26.850647245915813	71.66785600989743	50.164622143020026	6.993047201204007	20.797373117181248	42.56566473767793	39.16672697536115	27.112279539999637	27.53298303259599	23.14094460131875	8.0	2.0	21.0	1.0	3.0	3.0	4.0	17.0	7.0	5.0	8.116993567451978	0.24349164445301677	0.26325825583636797	0.25980226797134587	0.23344783173926875	0.3190238271877719	0.003628315650347353	-2635.2696255165993	-321.0194396191058
1500000	-5285.369660636632	-2655.6510426436403	-2629.7186179929918	38.101457576138884	14.67339854087182	30.262239038578976	28.560313202905498	96.61350308880874	65.5316415901959	21.378234296234986	27.24637547669392	32.83624341199117	24.389443988795982	38.15084450989582	17.0	3.0	2.0	2.0	16.0	3.0	16.0	9.0	1.0	2.0	8.202193484987347	0.2570798944309355	0.2616714947046189	0.260565864883635	0.22068274598081003	0.2408610832934003	0.0046690510387094	-2629.7186179929918	-307.1102315471537
1600000	-5338.051022136901	-2706.7610067730693	-2631.290015363832	65.59833121720085	41.4079062597407	61.753758514570706	182.98043917737715	307.32425793913023	36.92788146761183	37.60076071393511	50.921527926455404	79.35037033002837	82.01795368348454	47.692898211718266	17.0	6.0	4.0	1.0	1.0	21.0	1.0	7.0	3.0	10.0	10.748775681882101	0.24737872384271942	0.2281669686552037	0.2611370824864658	0.26331722501561056	0.24945111924868768	0.0023192672552418444	-2631.290015363832	-350.3936512964518
1700000	-5340.970276176815	-2726.21934389765	-2614.7509322791643	86.9659153267914	16.1143784897129	50.653655012179414	70.45549611852664	126.03337567796234	59.46035595266347	140.41185862215545	136.2684274255901	57.23271281329099	53.22608872935471	70.19570290564164	7.0	1.0	9.0	5.0	27.0	8.0	1.0	6.0	3.0	4.0	10.193453693495787	0.22049522918669173	0.2722876105776931	0.274037756101649	0.23317940413396582	0.2658771560367931	0.001908560471458779	-2614.7509322791643	-370.9498776354316
1800000	-5306.030502783312	-2676.3740505180554	-2629.6564522652566	47.01133133927408	15.389484744633661	40.59958671635354	55.4695799781023	25.06656247537736	66.11178246322328	54.85151161598028	29.007668911564267	25.36875978586044	43.01726819058541	18.9118103261512	1.0	6.0	2.0	8.0	12.0	3.0	12.0	2.0	16.0	9.0	8.731181076946086	0.2476432282467773	0.2608125845224301	0.2616562579711045	0.22988792925968773	0.24191124175005277	0.0029291019395165504	-2629.6564522652566	-327.9999544650257
1900000	-5305.080493572892	-2689.308406556795	-2615.772087016097	66.31234212951196	13.96941328977022	33.78577666951672	108.78830227715045	143.35340632606872	26.535900124588558	33.180049889954226	38.46714586279171	46.40045739958587	53.147264047388454	30.199564696437125	6.0	18.0	1.0	6.0	11.0	4.0	3.0	12.0	5.0	5.0	10.73103325874777	0.22452708944901217	0.27966209529543445	0.25730983131231194	0.23850098394324115	0.29738147836217954	0.002909201677493701	-2615.772087016097	-337.6065159324665
2000000	-5321.5521179618245	-2695.48002325376	-2626.072094708065	55.422137819307	25.869725306372416	74.85590652727812	32.64310221458253	60.74321423161878	47.798983426831725	49.356759403829415	35.11409984788341	86.8473948248778	74.59182551651088	34.763887340878945	5.0	25.0	12.0	4.0	3.0	4.0	8.0	2.0	2.0	6.0	9.60203741249568	0.24673501338206588	0.23799519012012088	0.26678820740746284	0.24848158909035	0.21972977913266967	0.0025623350405719657	-2626.072094708065	-343.51070086825314
2100000	-5377.157320701293	-2732.652538504419	-2644.504782196874	76.51269565707598	103.34078758914117	42.454664797846235	90.3220180333266	116.68348631080777	99.34441878030441	101.30459374847166	92.12906105187174	53.825186567777855	83.14308478925557	27.18969557001516	11.0	7.0	5.0	6.0	2.0	2.0	20.0	9.0	6.0	3.0	7.612562465726162	0.23973950744232184	0.22838657420194328	0.2548942940527107	0.2769796243030239	0.28523193808674674	0.002194147732116536	-2644.504782196874	-377.51660876450745
2200000	-5313.328325963466	-2685.2226193406727	-2628.105706622793	65.10745797755801	24.216082595823586	37.3718913540379	50.02375807246765	115.83048059912024	16.173447356298922	25.881496732556503	34.971470888768266	37.10321595071374	84.47327933788758	30.738861783780653	6.0	10.0	4.0	10.0	9.0	3.0	10.0	10.0	2.0	7.0	8.625452877160482	0.2670517665101982	0.22739416622288988	0.27052516061819415	0.23502890664871764	0.2556036346509977	0.0025360332362894694	-2628.105706622793	-335.1505164477458
2300000	-5331.361225524357	-2705.3888051499484	-2625.972420374409	68.84378415715932	28.357383124479245	47.22923873757355	80.90585470489083	60.547450995419474	40.707309802476225	34.79141641305541	22.582698062544214	37.37191340430427	15.80831540096608	17.48947583592277	3.0	13.0	34.0	2.0	1.0	11.0	1.0	4.0	1.0	1.0	9.151231210522221	0.2394216465947199	0.2565621070151123	0.26583938150318964	0.23817686488697826	0.26153255842672457	0.002745133168408654	-2625.972420374409	-357.938186047063
2400000	-5320.911915428955	-2695.6889621968403	-2625.2229532321144	62.57325781252127	13.993485875359465	23.31284641065387	77.91819208130494	67.20002155966306	35.72336102973702	27.22988224663788	50.06473684122209	62.676828631511235	33.25817689714188	27.952578181945746	5.0	6.0	22.0	13.0	4.0	5.0	1.0	3.0	7.0	5.0	9.31610538583649	0.2891959958123767	0.22812894306058354	0.26391336468318805	0.21876169644385177	0.324607825463518	0.002852029478192206	-2625.2229532321144	-346.2547769471655
2500000	-5325.183362554659	-2687.8398483495307	-2637.3435142051276	60.93863268589652	41.88801101037995	25.896502832000536	35.50006982023929	102.89273807210083	40.95241354405461	21.778533758002805	95.5717162383128	77.28891496280451	48.327080726803906	48.514540629795896	15.0	3.0	4.0	6.0	18.0	1.0	2.0	5.0	11.0	6.0	7.569342640921497	0.27936729088148704	0.27203755338276975	0.2220545151075416	0.22654064062820167	0.26688599346513714	0.0030026683379517473	-2637.3435142051276	-334.83335203642724
2600000	-5333.552579836524	-2706.4768375905196	-2627.0757422460047	85.1458353270072	15.188589738984666	50.43562979455449	19.193314023139315	59.14862103741104	75.4445210435237	39.963180835269036	52.06829764813104	56.467025021716125	77.38321097261507	40.224654657320244	10.0	5.0	3.0	2.0	10.0	2.0	9.0	14.0	7.0	9.0	11.865445100692005	0.23583955607872473	0.24531346284767241	0.2953985975699974	0.2234483835036054	0.3083654866296047	0.0024049574153231744	-2627.0757422460047	-354.24560532006285
2700000	-5297.667540610756	-2666.7818970408352	-2630.885643569921	49.81757624621158	14.456919771892487	15.751633854700543	12.366722557090176	40.45895761027855	66.52660001033993	53.07933722695389	20.229921633746795	28.218733639705984	33.733042677034554	23.770604950868105	13.0	3.0	2.0	2.0	10.0	2.0	7.0	4.0	13.0	15.0	8.817322607097614	0.2437222413869313	0.2755796439024135	0.25018623154671565	0.23051188316393945	0.2597230960214439	0.003132230596055986	-2630.885643569921	-321.07395486359695
2800000	-5320.778735312121	-2692.6388945754984	-2628.139840736623	58.46786646316278	32.804892084480926	41.30932362993103	57.27341715582237	119.13970314658208	24.361880495196992	72.1572469215839	20.89349299157937	50.48597819404936	43.15119808363185	37.83370157471408	1.0	15.0	8.0	7.0	7.0	9.0	7.0	6.0	3.0	8.0	8.334139630453295	0.23813414996833562	0.25938663100052894	0.2781728681618797	0.22430635086925554	0.2284555635665982	0.0024943188456347048	-2628.139840736623	-340.8843821368646
2900000	-5324.293105391761	-2702.7335607155537	-2621.559544676207	66.05568146892571	146.91717337535815	19.357904746521495	22.470398671198865	70.78009113746083	12.334701315564722	26.432997239616576	108.51143930453166	59.758563827640046	28.443324140315692	17.76904720619496	2.0	3.0	4.0	1.0	8.0	4.0	8.0	29.0	11.0	1.0	10.651137989594393	0.26538240669589513	0.2401957016831551	0.22471302480494706	0.2697088668160026	0.2700554238203592	0.002348844126439268	-2621.559544676207	-349.7659828949754
